Id,Label,timeset,Weighted Degree,eigencentrality
Yuzion(유시온),Yuzion(유시온),,0.13232,0.126615
김하온(HAON),김하온(HAON),,0.458883,0.178024
스카이민혁(Skyminhyuk),스카이민혁(Skyminhyuk),,0.127804,0.251938
HuckleberryP,HuckleberryP,,0.906545,0.562364
피터팬,피터팬,,0.173707,0.064891
plusNONE,plusNONE,,0.013633,0.020846
GroovyRoom,GroovyRoom,,0.392477,0.172039
ganguk,ganguk,,0.014579,0.093086
DeVita,DeVita,,0.054582,0.073562
Choiza,Choiza,,0.026402,0.020846
Poptime,Poptime,,0.41281,0.0432
Minit,Minit,,0.232211,0.328248
ASHISLAND(애쉬아일랜드),ASHISLAND(애쉬아일랜드),,1.015339,0.176433
protonebula,protonebula,,0.00304,0.013064
박경(PARKKYUNG),박경(PARKKYUNG),,0.045557,0.009453
첸(CHEN),첸(CHEN),,0.118516,0.048776
블루(BLOO),블루(BLOO),,0.316654,0.005684
CJAMM,CJAMM,,0.003889,0.061231
Car,Car,,0.008149,0.05556
Noheul,Noheul,,0.173707,0.064891
UNEDUCATEDKID,UNEDUCATEDKID,,0.039484,0.104898
noisemasterminsu,noisemasterminsu,,1.147065,0.562364
UNTITLEDS,UNTITLEDS,,0.066096,0.111426
BewhY,BewhY,,0.218891,0.045243
Wonstein,Wonstein,,0.055997,0.051104
Esta,Esta,,0.114667,0.023679
오반(OVAN),오반(OVAN),,0.01493,0.014146
moocean,moocean,,0.008149,0.05556
Diggy,Diggy,,0.031057,0.008052
PENOMECO,PENOMECO,,0.081671,0.006992
제시(Jessi),제시(Jessi),,0.326685,0.016301
PEEJAY,PEEJAY,,0.238734,0.057518
DelaneyBramlett,DelaneyBramlett,,0.142613,0.014318
FUTUREBOUNCE,FUTUREBOUNCE,,0.039206,0.008052
JayPark,JayPark,,0.055043,0.38064
SkinnyBrown,SkinnyBrown,,0.088053,0.033248
싸이(PSY),싸이(PSY),,0.271787,0.016301
Jhnovr,Jhnovr,,0.005239,0.09733
유희열,유희열,,0.004975,0.006992
Ryo,Ryo,,0.024442,0.0432
lIlBOI,lIlBOI,,0.03175,0.093086
LeeYoung-ji,LeeYoung-ji,,0.011805,0.045185
dsel(디젤),dsel(디젤),,0.061677,0.033054
박재범(JayPark),박재범(JayPark),,0.325472,0.487237
Loco,Loco,,0.123036,0.05556
BOYCOLD,BOYCOLD,,0.200448,0.275898
JvckiWai(재키와이),JvckiWai(재키와이),,0.381967,0.397468
김건우,김건우,,0.043872,0.008972
BewhY(비와이),BewhY(비와이),,0.102129,0.0158
김태훈,김태훈,,0.004975,0.006992
Zion.T,Zion.T,,0.173918,0.241061
KhundiPanda(쿤디판다),KhundiPanda(쿤디판다),,0.14475,0.08464
Dvwn,Dvwn,,0.010408,0.0432
Mirani,Mirani,,0.024824,0.034734
CosmicBoy,CosmicBoy,,0.011132,0.09733
SeoulMetroBoomin,SeoulMetroBoomin,,0.019524,0.140359
StayTuned,StayTuned,,0.019068,0.005939
쿠기(Coogie),쿠기(Coogie),,0.142069,0.254447
JBird,JBird,,0.114667,0.023679
devita,devita,,0.073571,0.027549
Vangdale,Vangdale,,0.023024,0.319409
Leellamarz,Leellamarz,,0.263082,0.041986
원슈타인(Wonstein),원슈타인(Wonstein),,0.246682,0.291955
헤이즈(Heize),헤이즈(Heize),,0.734949,0.106211
APBoi,APBoi,,0.000634,0.132856
TOIL(토일),TOIL(토일),,0.164304,0.041873
한요한(HANYOHAN),한요한(HANYOHAN),,0.506944,0.324999
유건형,유건형,,0.215401,0.013983
WOOGIE,WOOGIE,,0.009438,0.006147
매드클라운(MadClown),매드클라운(MadClown),,0.122921,0.165292
basecamp,basecamp,,0.124958,0.09733
식케이(Sik-K),식케이(Sik-K),,0.307072,0.195656
Paloalto,Paloalto,,0.674942,0.455084
길,길,,0.552956,0.259079
OsshunGum(오션검),OsshunGum(오션검),,0.239251,0.247097
저스디스(JUSTHIS),저스디스(JUSTHIS),,0.122623,0.138835
CODEKUNST,CODEKUNST,,1.023349,0.715915
양홍원,양홍원,,0.003169,0.329512
LiamK,LiamK,,0.039484,0.104898
thegarden,thegarden,,0.008149,0.05556
MommySon,MommySon,,0.026439,0.006104
TheQuiett(더콰이엇),TheQuiett(더콰이엇),,1.477031,0.981207
WoodieGochild(우디고차일드),WoodieGochild(우디고차일드),,0.002535,0.344299
펀치넬로(punchnello),펀치넬로(punchnello),,0.028313,0.016972
래원(Layone),래원(Layone),,0.260254,0.283479
프리스타일(FreeStyle),프리스타일(FreeStyle),,0.095565,0.002546
TOIL,TOIL,,0.574348,0.119758
PaulBlanco,PaulBlanco,,0.03474,0.032402
Spray,Spray,,0.002458,0.006946
하루히,하루히,,0.136942,0.104898
Jetti,Jetti,,0.088535,0.109691
BIGNaughty,BIGNaughty,,0.073116,0.748842
조용민,조용민,,0.378644,0.244762
팔로알토(Paloalto),팔로알토(Paloalto),,1.379757,0.901401
CHANGMO,CHANGMO,,1,0.032402
개리(GARY),개리(GARY),,0.007373,0.024744
MINO(송민호),MINO(송민호),,0.212081,0.019051
L-like,L-like,,0.030226,0.118371
Khakii(카키),Khakii(카키),,0.095295,0.226361
박준우,박준우,,0.144291,0.241061
Fisherman,Fisherman,,0.047402,0.138086
지소울(GSoul),지소울(GSoul),,0.02878,0.326922
루피(Loopy),루피(Loopy),,0.80123,0.327332
키드밀리(KidMilli),키드밀리(KidMilli),,1.081199,0.683554
Deepflow,Deepflow,,0.906545,0.562364
수퍼비(SUPERBEE),수퍼비(SUPERBEE),,0.195749,0.140358
BonnieBramlett,BonnieBramlett,,0.142613,0.014318
타이거JK(TigerJK),타이거JK(TigerJK),,0.037253,0.017085
SimonDominic,SimonDominic,,0.015614,0.087941
빈첸(VINXEN),빈첸(VINXEN),,0.086774,0.021584
DAX,DAX,,0.02339,0.012331
마미손(MommySon),마미손(MommySon),,0.079317,0.016752
리쌍(LEESSANG),리쌍(LEESSANG),,0.744761,0.065749
AHWU,AHWU,,0.061873,0.002546
LeonRussell,LeonRussell,,0.142613,0.014318
블랙넛(BlackNut),블랙넛(BlackNut),,0.006508,0.021979
Yosi,Yosi,,0.009632,0.045185
뱃사공(Bassagong),뱃사공(Bassagong),,0.142069,0.254447
sAewoo,sAewoo,,0.019674,0.230175
Untell,Untell,,0.009443,0.013064
트웰브(twlv),트웰브(twlv),,0.13232,0.126615
UNEDUCATEDKID(언에듀케이티드키드),UNEDUCATEDKID(언에듀케이티드키드),,0.13232,0.126615
YUNHWAY(윤훼이),YUNHWAY(윤훼이),,0.003609,0.035427
YUNHWAY,YUNHWAY,,0.019972,0.09733
허성현(Huh),허성현(Huh),,0.061677,0.033054
Padi,Padi,,0.059258,0.033493
다이나믹듀오(Dynamicduo),다이나믹듀오(Dynamicduo),,0.289437,0.083765
정기고(Junggigo),정기고(Junggigo),,0.112461,0.076715
Wavyburnz,Wavyburnz,,0.021844,0.028781
Make4Play,Make4Play,,0.021844,0.028781
똘아이박,똘아이박,,0.173707,0.064891
pH-1(피에이치원),pH-1(피에이치원),,1.469427,0.748848
JAMIE,JAMIE,,0.011805,0.045185
GLEAM,GLEAM,,0.076564,0.09733
Deanfluenza,Deanfluenza,,0.114667,0.023679
JWay,JWay,,0.109536,0.041986
Gsoul,Gsoul,,0.023024,0.319409
권한얼,권한얼,,0.026439,0.006104
PatVanDyke,PatVanDyke,,0.307229,0.562364
Mokyo,Mokyo,,0.088535,0.109691
Laptopboyboy,Laptopboyboy,,0.136942,0.104898
BIBI,BIBI,,0.019068,0.005939
DK,DK,,0.114667,0.023679
hoiwave,hoiwave,,0.026749,0.05556
사이먼도미닉(SimonDominic),사이먼도미닉(SimonDominic),,1.237041,0.744978
HyukShin,HyukShin,,0.114667,0.023679
지코(ZICO),지코(ZICO),,1.270319,0.280056
KidMilli,KidMilli,,0.480738,0.254119
Junggigo,Junggigo,,0.112461,0.080582
JUSTHIS,JUSTHIS,,0.171687,0.118089
Konquest,Konquest,,0.014579,0.093086
윤미래,윤미래,,0.073571,0.027549
비비(BIBI),비비(BIBI),,0.037253,0.017085
Crush(크러쉬),Crush(크러쉬),,0.057203,0.015228
먼치맨(MUNCHMAN),먼치맨(MUNCHMAN),,0.096939,0.08464
vibin,vibin,,0.066351,0.09733
ChillinHomie(칠린호미),ChillinHomie(칠린호미),,0.130986,0.453217
7Aurelius,7Aurelius,,0.024992,0.002546
Unsinkable,Unsinkable,,0.058207,0.562364
DellyBoi,DellyBoi,,0.114667,0.023679
지오,지오,,0.095565,0.002546
Dhard,Dhard,,0.059258,0.033493
Coogie,Coogie,,0.013763,0.13568
JvckiWai,JvckiWai,,0.893963,0.739883
sogumm,sogumm,,0.019069,0.051332
iHwak,iHwak,,0.009438,0.006147
BLOO,BLOO,,0.158327,0.003762
Doplamingo,Doplamingo,,0.000634,0.132856
PHILL,PHILL,,0.081671,0.006992
Colde,Colde,,0.039977,0.05556
Loopy,Loopy,,0.485977,0.315349
Catchup,Catchup,,0.02966,0.032402
BIGNaughty(서동현),BIGNaughty(서동현),,0.043086,0.633218
NO:EL(노엘),NO:EL(노엘),,0.157048,0.19093
우원재(WooWonjae),우원재(WooWonjae),,0.168159,0.044152
Tablo,Tablo,,0.090019,0.006457
SUPERBEE,SUPERBEE,,0.049355,0.104898
GRAY,GRAY,,0.367831,0.266576
SLO,SLO,,0.063407,0.026045
로꼬(Loco),로꼬(Loco),,0.659666,0.318531
린다G(LindaG),린다G(LindaG),,0.294283,0.171824
머쉬베놈(MUSHVENOM),머쉬베놈(MUSHVENOM),,0.372408,0.127451
HashSwan(해쉬스완),HashSwan(해쉬스완),,0.272597,0.095281
김효은(Keemhyoeun),김효은(Keemhyoeun),,0.266518,0.061358
BRLLNT,BRLLNT,,0.320025,0.335272
HYESUNG,HYESUNG,,0.010776,0.00809
코스믹사운드,코스믹사운드,,0.148438,0.008972
TEXU,TEXU,,0.039206,0.008052
에픽하이(EPIKHIGH),에픽하이(EPIKHIGH),,0.141988,0.017422
TigerJK,TigerJK,,0.074505,0.024471
코드쿤스트(CODEKUNST),코드쿤스트(CODEKUNST),,0.14506,0.411054
릴보이(lIlBOI),릴보이(lIlBOI),,0.379049,0.639106
임수(ImSoo),임수(ImSoo),,0.01493,0.014146
VINXEN,VINXEN,,0.035922,0.00809
비지(Bizzy),비지(Bizzy),,0.037253,0.017085
YUMDDA,YUMDDA,,1.724788,0.907075
PandaGomm,PandaGomm,,0.02966,0.032402
HANYOHAN,HANYOHAN,,0.130593,0.047338
Pick!,Pick!,,0.32592,0.345305
ASHISLAND,ASHISLAND,,0.271795,0.033248
박종우,박종우,,0.01326,0.045
TheQuiett,TheQuiett,,0.612115,0.721305
WayChed,WayChed,,0.560671,0.260739
창모(CHANGMO),창모(CHANGMO),,1.473039,0.167605
전병일,전병일,,0.081671,0.006992
SUMIN,SUMIN,,0.001255,0.087941
Liltachi(릴타치),Liltachi(릴타치),,0.034816,0.178447
최엘비(CHOILB),최엘비(CHOILB),,0.002535,0.344299
영준(YOUNGJUN),영준(YOUNGJUN),,0.043872,0.008972
PARKKYUNG,PARKKYUNG,,0.015186,0.005082
레이나(Raina),레이나(Raina),,0.148438,0.008972
Sik-K,Sik-K,,0.224399,0.157202
DPRLIVE,DPRLIVE,,0.029433,0.019161
APRO,APRO,,0.071231,0.076406
ampoff,ampoff,,0.006261,0.05556
YerinBaek,YerinBaek,,0.088535,0.109691
Primary,Primary,,0.098928,0.028662
MINO,MINO,,0.071556,0.008052
미란이(Mirani),미란이(Mirani),,0.171411,0.205594
DPRCREAM,DPRCREAM,,0.025461,0.019161
GRAY(그레이),GRAY(그레이),,0.131445,0.06114
ZICO,ZICO,,0.527788,0.0432
Heize,Heize,,0.122269,0.176569
이하이,이하이,,0.028187,0.149172
Crush,Crush,,0.026764,0.038677
가오가이(kaogaii),가오가이(kaogaii),,0.061677,0.033054
딥플로우(Deepflow),딥플로우(Deepflow),,1.237041,0.744978
KidWine,KidWine,,0.236782,0.380153
SanE,SanE,,0.148438,0.008972
김효은,김효은,,0.906545,0.562364
Jessi,Jessi,,0.014392,0.026045
기리보이(GIRIBOY),기리보이(GIRIBOY),,1.287767,0.663573
MUSHVENOM,MUSHVENOM,,0.123443,0.026045
강욱진,강욱진,,0.031057,0.008052
Zoey,Zoey,,0.074505,0.024471
프라이머리(Primary),프라이머리(Primary),,0.145052,0.028289
송기홍,송기홍,,0.043872,0.008972
SupremeTeam(슈프림팀),SupremeTeam(슈프림팀),,0.043872,0.008972
Keymaker,Keymaker,,0.378644,0.244762
조광일(GwangilJo),조광일(GwangilJo),,0.061873,0.002546
염따(YUMDDA),염따(YUMDDA),,1.53344,0.827035
DPRLIVE(디피알라이브),DPRLIVE(디피알라이브),,0.05822,0.11581
Untell(언텔),Untell(언텔),,0.093691,0.046655
GAEKO,GAEKO,,0.338457,0.08089
Smob,Smob,,0.09761,0.050416
BEATBOXDG,BEATBOXDG,,0.112461,0.080582
GIRIBOY,GIRIBOY,,1.520297,1
개리,개리,,0.002458,0.006946
ROCKITPRODUCTIONS,ROCKITPRODUCTIONS,,0.158327,0.003762
pH-1,pH-1,,0.609397,0.498571
SanE(산이),SanE(산이),,0.148438,0.008972
Noden,Noden,,0.006508,0.0432
Score(13),Score(13),,0.015186,0.005082
펭수(Pengsoo),펭수(Pengsoo),,0.037253,0.017085
WoodieGochild,WoodieGochild,,0.003169,0.329512
Slom,Slom,,0.205632,0.241061
긱스(Geeks),긱스(Geeks),,0.024992,0.002546
Megatone(13),Megatone(13),,0.015186,0.005082
VAN.C,VAN.C,,0.047541,0.019072
OBSN,OBSN,,0.00304,0.013064
유주(YUJU),유주(YUJU),,0.26056,0.038894
philtre,philtre,,0.083657,0.03995
양홍원(YANGHONGWON),양홍원(YANGHONGWON),,0.313058,0.531712
피아노맨,피아노맨,,0.022395,0.019072
Cashbanger,Cashbanger,,0.692291,0.095945
릴러말즈(Leellamarz),릴러말즈(Leellamarz),,0.668237,0.192286
FlashNote,FlashNote,,0.146813,0.104898
호치키스(HOTCHKISS),호치키스(HOTCHKISS),,0.031207,0.143021
DJ투컷,DJ투컷,,0.027571,0.006457
브라더수,브라더수,,0.000634,0.023679
스윙스(Swings),스윙스(Swings),,0.43675,0.606709
Viann,Viann,,0.012995,0.005661
맥대디(Mckdaddy),맥대디(Mckdaddy),,0.095295,0.226361
PSY,PSY,,0.128108,0.006992
프리마비스타,프리마비스타,,0.307229,0.562364
