월,순위,타이틀,가수
9,14,LALISA,리사 (LISA)
9,15,"Rainy day (Feat. ASH ISLAND, Skinny Brown)",PATEKO (파테코)
9,16,Pretty Savage,BLACKPINK
9,17,Downtown Baby,블루 (BLOO)
9,18,Lemonade,NCT 127
9,19,러브(Prod.로코베리),"로꼬, 이성경"
9,20,아무노래,지코 (ZICO)
9,21,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI)
9,22,DNA,방탄소년단
9,23,이대로만 (Feat. 죠지),로꼬
9,24,ON,방탄소년단
9,25,IDOL,방탄소년단
9,26,사이렌,호미들
9,27,시차 (We Are) (Feat. 로꼬 & GRAY),우원재
9,28,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK
9,29,Hello Future,NCT DREAM
9,30,눈누난나 (NUNU NANA),제시 (Jessi)
9,31,잡아줄게 (Carabiner),"ASH ISLAND, 그루비룸 (GroovyRoom)"
9,32,FAKE LOVE,방탄소년단
9,33,Celebration,BewhY (비와이)
9,34,사랑은(Feat.원슈타인),마미손
9,35,사임쌓임,"Chin, 수퍼비 (SUPERBEE), CK, UNEDUCATED KID"
9,36,아름다워,창모 (CHANGMO)
9,37,수취인불명,"매드클라운, 이해리 (다비치)"
9,38,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",리쌍
9,39,맛 (Hot Sauce),NCT DREAM
9,40,"And July (Feat. DEAN, DJ Friz)",헤이즈 (Heize)
9,41,이게 나야 (Feat. CHANGMO (창모)),한요한
9,42,Paranoid,ASH ISLAND
9,43,한여름밤의 꿀 : 다시 여름,"San E, 레이나 (Raina)"
9,44,널 너무 모르고,헤이즈 (Heize)
9,45,Y (Please Tell Me Why),프리스타일
9,46,Kill This Love,BLACKPINK
9,47,너에게 쓰는 편지 (Feat. 린),MC몽
9,48,한여름밤의 꿀,"San E, 레이나 (Raina)"
9,49,Beautiful (Feat. Skinny Brown),ASH ISLAND
9,50,어땠을까 (Feat. 박정현),싸이 (PSY)
9,51,어떤X (What Type of X),제시 (Jessi)
9,52,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI)
9,53,거짓말,BIGBANG (빅뱅)
9,54,우산 (Feat. 윤하),에픽하이 (EPIK HIGH)
9,55,Summer Hate (Feat. 비),지코 (ZICO)
9,56,300(prod. Cashbanger),호미들
9,57,안았어야해 (Feat. Futuristic Swaver),JAEHA (재하)
9,58,하루 하루,BIGBANG (빅뱅)
9,59,죽을 만큼 아파서 (Feat. 멜로우),MC몽
9,60,우리서로사랑하지는말자,기리보이
9,61,Trip (Feat. Hannah),릴러말즈 (Leellamarz)
9,62,GONE (Feat. Paloalto) (Prod. TOIL),"릴러말즈 (Leellamarz), TOIL"
9,63,Freak (Prod. Slom),"릴보이 (lIlBOI), 원슈타인, Chillin Homie, 스카이민혁 (Skyminhyuk)"
9,64,Bring The Noize,NCT 127
9,65,사랑을 했다 (LOVE SCENARIO),iKON
9,66,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1, 키드밀리 (Kid Milli), 루피 (Loopy)"
9,67,BAND,"창모 (CHANGMO), Hash Swan, ASH ISLAND, 김효은"
9,68,SOLO,제니 (JENNIE)
9,69,TWINTAIL20,디핵 (D-Hack)
9,70,자니 (Feat. Dynamic Duo),프라이머리
9,71,400km (Feat. Kid Milli),한요한
9,72,오르골 (Life Is Still Going On),NCT DREAM
9,73,Error (Feat. Loopy),ASH ISLAND
9,74,빌었어,창모 (CHANGMO)
9,75,느린심장박동 (Feat. Ja Mezz),래원 (Layone)
9,76,별과 꿈의 이야기(Feat.한요한),"디핵 (D-Hack), PATEKO (파테코)"
9,77,Officially Missing You,긱스 (Geeks)
9,78,뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom),Khundi Panda
9,79,돌아오지마 (Feat. 용준형 Of 비스트),헤이즈 (Heize)
9,80,I Love U Oh Thank U (Feat. 김태우 Of God),MC몽
9,81,KOKO NI ARU,디핵 (D-Hack)
9,82,이 노래가 클럽에서 나온다면,우디 (Woody)
9,83,Ballerino,리쌍
9,84,그땐 그땐 그땐,"Supreme Team, 영준"
9,85,"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",미란이 (Mirani)
9,86,우연히 봄,"로꼬, 유주 (YUJU)"
9,87,악몽,ASH ISLAND
9,88,시간이 들겠지 (Feat. Colde),로꼬
9,89,피 땀 눈물,방탄소년단
9,90,run! (feat. JUSTHIS),나플라 (nafla)
9,91,루이비똥 허리 (prod. Kidstone),호미들
9,92,붐바야,BLACKPINK
9,93,"ON AIR (Feat. 로꼬, 박재범 & GRAY)",릴보이 (lIlBOI)
9,94,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단
9,95,몸매 (MOMMAE) (Feat. Ugly Duck),박재범
9,96,I Don't Love You (Feat. 쿠기),GRAY (그레이)
9,97,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉"
9,98,꽉 쥔 주먹속의 라이터,호미들
9,99,내 생애 가장 행복한 시간 (Feat. 허각),MC몽
9,100,Jasmine,DPR LIVE
10,1,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO (파테코)"
10,2,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들
10,3,멜로디,ASH ISLAND
10,4,봄날,방탄소년단
10,5,METEOR,창모 (CHANGMO)
10,6,Life Goes On,방탄소년단
10,7,비 오는 날 듣기 좋은 노래 (Feat. Colde),에픽하이 (EPIK HIGH)
10,8,Cold Blooded,제시 (Jessi)
10,9,Sticker,NCT 127
10,10,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (Mirani), 먼치맨(MUNCHMAN), Khundi Panda, 머쉬베놈 (MUSHVENOM)"
10,11,Bk Love,임영웅
10,12,어떻게 지내 (Prod. By VAN.C),오반
10,13,역겹겠지만 (Remember me),B.I
10,14,허리춤,오반
10,15,Lemonade,NCT 127
10,16,"Rainy day (Feat. ASH ISLAND, Skinny Brown)",PATEKO (파테코)
10,17,Play (Prod. TOIL),ASH ISLAND
10,18,마.피.아. In the morning,ITZY (있지)
10,19,Pretty Savage,BLACKPINK
10,20,LALISA,리사 (LISA)
10,21,Downtown Baby,블루 (BLOO)
10,22,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI)
10,23,Brand (Feat. 래원 (Layone)),BE'O (비오)
10,24,아무노래,지코 (ZICO)
10,25,DNA,방탄소년단
10,26,ON,방탄소년단
10,27,시차 (We Are) (Feat. 로꼬 & GRAY),우원재
10,28,IDOL,방탄소년단
10,29,사이렌,호미들
10,30,눈누난나 (NUNU NANA),제시 (Jessi)
10,31,문득,BE'O (비오)
10,32,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK
10,33,러브(Prod.로코베리),"로꼬, 이성경"
10,34,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI)
10,35,FAKE LOVE,방탄소년단
10,36,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",리쌍
10,37,아름다워,창모 (CHANGMO)
10,38,어떤X (What Type of X),제시 (Jessi)
10,39,사임쌓임,"Chin, 수퍼비 (SUPERBEE), CK, UNEDUCATED KID"
10,40,사랑은(Feat.원슈타인),마미손
10,41,Paranoid,ASH ISLAND
10,42,Hello Future,NCT DREAM
10,43,Y (Please Tell Me Why),프리스타일
10,44,너에게 쓰는 편지 (Feat. 린),MC몽
10,45,그리고 돌아섰다,기리보이
10,46,MONEY,리사 (LISA)
10,47,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1, 키드밀리 (Kid Milli), 루피 (Loopy)"
10,48,잡아줄게 (Carabiner),"ASH ISLAND, 그루비룸 (GroovyRoom)"
10,49,"And July (Feat. DEAN, DJ Friz)",헤이즈 (Heize)
10,50,이게 나야 (Feat. CHANGMO (창모)),한요한
10,51,느린심장박동 (Feat. Ja Mezz),래원 (Layone)
10,52,어땠을까 (Feat. 박정현),싸이 (PSY)
10,53,그리워하는 것까지,세븐틴
10,54,GONE (Feat. Paloalto) (Prod. TOIL),"릴러말즈 (Leellamarz), TOIL"
10,55,PANG!,세븐틴
10,56,하루 하루,BIGBANG (빅뱅)
10,57,거짓말,BIGBANG (빅뱅)
10,58,Beautiful (Feat. Skinny Brown),ASH ISLAND
10,59,Freak (Prod. Slom),"릴보이 (lIlBOI), 원슈타인, Chillin Homie, 스카이민혁 (Skyminhyuk)"
10,60,우리서로사랑하지는말자,기리보이
10,61,죽을 만큼 아파서 (Feat. 멜로우),MC몽
10,62,널 너무 모르고,헤이즈 (Heize)
10,63,I Love U Oh Thank U (Feat. 김태우 Of God),MC몽
10,64,우산 (Feat. 윤하),에픽하이 (EPIK HIGH)
10,65,Kill This Love,BLACKPINK
10,66,맛 (Hot Sauce),NCT DREAM
10,67,Officially Missing You,긱스 (Geeks)
10,68,곡예사,조광일
10,69,Ballerino,리쌍
10,70,자니 (Feat. Dynamic Duo),프라이머리
10,71,BAND,"창모 (CHANGMO), Hash Swan, ASH ISLAND, 김효은"
10,72,오르골 (Life Is Still Going On),NCT DREAM
10,73,Trip (Feat. Hannah),릴러말즈 (Leellamarz)
10,74,빌었어,창모 (CHANGMO)
10,75,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉"
10,76,KOKO NI ARU,디핵 (D-Hack)
10,77,사랑을 했다 (LOVE SCENARIO),iKON
10,78,한여름밤의 꿀,"San E, 레이나 (Raina)"
10,79,이대로만 (Feat. 죠지),로꼬
10,80,Celebration,BewhY (비와이)
10,81,Error (Feat. Loopy),ASH ISLAND
10,82,400km (Feat. Kid Milli),한요한
10,83,안았어야해 (Feat. Futuristic Swaver),JAEHA (재하)
10,84,뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom),Khundi Panda
10,85,Summer Hate (Feat. 비),지코 (ZICO)
10,86,엉망진창,기리보이
10,87,SOLO,제니 (JENNIE)
10,88,"내일은 없다 (Feat. lIlBOI, nafla)",기리보이
10,89,몸매 (MOMMAE) (Feat. Ugly Duck),박재범
10,90,그땐 그땐 그땐,"Supreme Team, 영준"
10,91,300(prod. Cashbanger),호미들
10,92,악몽,ASH ISLAND
10,93,이 노래가 클럽에서 나온다면,우디 (Woody)
10,94,시간이 들겠지 (Feat. Colde),로꼬
10,95,TWINTAIL20,디핵 (D-Hack)
10,96,돌아오지마 (Feat. 용준형 Of 비스트),헤이즈 (Heize)
10,97,죽일 놈 (Guilty),다이나믹 듀오
10,98,"ON AIR (Feat. 로꼬, 박재범 & GRAY)",릴보이 (lIlBOI)
10,99,"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",미란이 (Mirani)
10,100,BAD LOVE,BE'O (비오)
11,1,쉬어 (Feat. MINO) (Prod. GRAY),"아넌딜라이트(Anandelight), unofficialboyy, BE'O (비오), 지구인, Mudd the student"
11,2,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo
11,3,Wake Up (Prod. 코드 쿤스트),"개코, 아우릴고트 (OUREALGOAT), SINCE, 안병웅, Tabber, 조광일"
11,4,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO (파테코)"
11,5,리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오)
11,6,TROUBLE (Prod. Slom),"Don Mills, Northfacegawd, sokodomo, Khakii (카키), 에이체스 (A-Chess)"
11,7,너와 나의 Memories,"염따, TOIL, KOONTA (쿤타), 베이식 (Basick), 365LIT, 황지상 (HWANG JI SANG), 송민영"
11,8,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식 (Basick)
11,9,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들
11,10,문득,BE'O (비오)
11,11,멜로디,ASH ISLAND
11,12,봄날,방탄소년단
11,13,METEOR,창모 (CHANGMO)
11,14,Cold Blooded,제시 (Jessi)
11,15,Life Goes On,방탄소년단
11,16,가시 (Prod. 코드 쿤스트),"조광일, 개코, 저스디스 (JUSTHIS)"
11,17,"깐부 (Feat. 염따, ASH ISLAND) (Prod. TOIL)",KOONTA (쿤타)
11,18,Bk Love,임영웅
11,19,낮 밤 (feat. 박재범),이영지
11,20,"Reset (Feat. 개코, Kid Milli) (Prod. 코드 쿤스트)","SINCE, Tabber"
11,21,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (Mirani), 먼치맨(MUNCHMAN), Khundi Panda, 머쉬베놈 (MUSHVENOM)"
11,22,역겹겠지만 (Remember me),B.I
11,23,비 오는 날 듣기 좋은 노래 (Feat. Colde),에픽하이 (EPIK HIGH)
11,24,Brand (Feat. 래원 (Layone)),BE'O (비오)
11,25,어떻게 지내 (Prod. By VAN.C),오반
11,26,"이끼 (Feat. MINO, BOBBY) (Prod. MINO)",Mudd the student
11,27,Sticker,NCT 127
11,28,MBTI (Feat. 쿠기 & 로꼬) (Prod. GRAY),BE'O (비오)
11,29,"Rainy day (Feat. ASH ISLAND, Skinny Brown)",PATEKO (파테코)
11,30,허리춤,오반
11,31,불협화음 (Feat. AKMU) (Prod. GRAY),Mudd the student
11,32,Y (Please Tell Me Why),프리스타일
11,33,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI)
11,34,To the Moon (Feat. UNEDUCATED KID),"염따, TOIL"
11,35,Downtown Baby,블루 (BLOO)
11,36,그리워하는 것까지,세븐틴
11,37,마.피.아. In the morning,ITZY (있지)
11,38,Pretty Savage,BLACKPINK
11,39,아무노래,지코 (ZICO)
11,40,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI)
11,41,PANG!,세븐틴
11,42,시차 (We Are) (Feat. 로꼬 & GRAY),우원재
11,43,곡예사,조광일
11,44,산책,오반
11,45,BAD LOVE,BE'O (비오)
11,46,"호우주의 (Feat. 개코, 넉살 (Nucksal)) (Prod. 코드 쿤스트)",조광일
11,47,논해 (Feat. JUSTHIS) (Prod. CODE KUNST),개코
11,48,DNA,방탄소년단
11,49,모래시계,창모 (CHANGMO)
11,50,IDOL,방탄소년단
11,51,ON,방탄소년단
11,52,Hyperstar,창모 (CHANGMO)
11,53,Lemonade,NCT 127
11,54,느린심장박동 (Feat. Ja Mezz),래원 (Layone)
11,55,"08베이식 (Feat. 염따, punchnello)",베이식 (Basick)
11,56,사이렌,호미들
11,57,아름다워,창모 (CHANGMO)
11,58,LALISA,리사 (LISA)
11,59,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK
11,60,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",리쌍
11,61,FAKE LOVE,방탄소년단
11,62,눈누난나 (NUNU NANA),제시 (Jessi)
11,63,GONE (Feat. Paloalto) (Prod. TOIL),"릴러말즈 (Leellamarz), TOIL"
11,64,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1, 키드밀리 (Kid Milli), 루피 (Loopy)"
11,65,MONEY,리사 (LISA)
11,66,Paranoid,ASH ISLAND
11,67,Trip (Feat. Hannah),릴러말즈 (Leellamarz)
11,68,우산 (Feat. 윤하),에픽하이 (EPIK HIGH)
11,69,Play (Prod. TOIL),ASH ISLAND
11,70,사임쌓임,"Chin, 수퍼비 (SUPERBEE), CK, UNEDUCATED KID"
11,71,새로고침 (Feat. GRAY),"지구인, 아넌딜라이트(Anandelight)"
11,72,사랑은(Feat.원슈타인),마미손
11,73,너에게 쓰는 편지 (Feat. 린),MC몽
11,74,태지,창모 (CHANGMO)
11,75,Freak (Prod. Slom),"릴보이 (lIlBOI), 원슈타인, Chillin Homie, 스카이민혁 (Skyminhyuk)"
11,76,"And July (Feat. DEAN, DJ Friz)",헤이즈 (Heize)
11,77,바래 (Feat. 정인) (Prod. TOIL),KOONTA (쿤타)
11,78,Hello Future,NCT DREAM
11,79,거짓말,BIGBANG (빅뱅)
11,80,Ballerino,리쌍
11,81,하루 하루,BIGBANG (빅뱅)
11,82,NO BREAK (Prod. GooseBumps & 사이먼 도미닉),"홀리뱅 (HolyBang), 사이먼 도미닉, 로꼬"
11,83,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉"
11,84,어땠을까 (Feat. 박정현),싸이 (PSY)
11,85,죽을 만큼 아파서 (Feat. 멜로우),MC몽
11,86,복덕방,Northfacegawd
11,87,오르골 (Life Is Still Going On),NCT DREAM
11,88,러브(Prod.로코베리),"로꼬, 이성경"
11,89,몸매 (MOMMAE) (Feat. Ugly Duck),박재범
11,90,우리서로사랑하지는말자,기리보이
11,91,"BE ! (Feat. 팔로알토, lIlBOI) (Prod. PEEJAY & Slom)",sokodomo
11,92,Beautiful (Feat. Skinny Brown),ASH ISLAND
11,93,자니 (Feat. Dynamic Duo),프라이머리
11,94,널 너무 모르고,헤이즈 (Heize)
11,95,Kill This Love,BLACKPINK
11,96,BAND,"창모 (CHANGMO), Hash Swan, ASH ISLAND, 김효은"
11,97,빌었어,창모 (CHANGMO)
11,98,뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom),Khundi Panda
11,99,"Face ID (Feat. 기리보이, Sik-K, JUSTHIS)",에픽하이 (EPIK HIGH)
11,100,사랑을 했다 (LOVE SCENARIO),iKON
12,1,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo
12,2,리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오)
12,3,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식 (Basick)
12,4,불협화음 (Feat. AKMU) (Prod. GRAY),Mudd the student
12,5,Counting Stars (Feat. Beenzino),BE'O (비오)
12,6,쉬어 (Feat. MINO) (Prod. GRAY),"아넌딜라이트(Anandelight), unofficialboyy, BE'O (비오), 지구인, Mudd the student"
12,7,Wake Up (Prod. 코드 쿤스트),"개코, 아우릴고트 (OUREALGOAT), SINCE, 안병웅, Tabber, 조광일"
12,8,네가 없는 밤 (Feat. ASH ISLAND) (Prod. GRAY),BE'O (비오)
12,9,MBTI (Feat. 쿠기 & 로꼬) (Prod. GRAY),BE'O (비오)
12,10,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO (파테코)"
12,11,문득,BE'O (비오)
12,12,"호우주의 (Feat. 개코, 넉살 (Nucksal)) (Prod. 코드 쿤스트)",조광일
12,13,"깐부 (Feat. 염따, ASH ISLAND) (Prod. TOIL)",KOONTA (쿤타)
12,14,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들
12,15,너와 나의 Memories,"염따, TOIL, KOONTA (쿤타), 베이식 (Basick), 365LIT, 황지상 (HWANG JI SANG), 송민영"
12,16,"08베이식 (Feat. 염따, punchnello)",베이식 (Basick)
12,17,멜로디,ASH ISLAND
12,18,TROUBLE (Prod. Slom),"Don Mills, Northfacegawd, sokodomo, Khakii (카키), 에이체스 (A-Chess)"
12,19,"Reset (Feat. 개코, Kid Milli) (Prod. 코드 쿤스트)","SINCE, Tabber"
12,20,봄날,방탄소년단
12,21,탕!♡,MINO (송민호)
12,22,Life Goes On,방탄소년단
12,23,METEOR,창모 (CHANGMO)
12,24,바래 (Feat. 정인) (Prod. TOIL),KOONTA (쿤타)
12,25,"UP해 (Feat. 박재범, 우원재) (Prod. 코드 쿤스트)",SINCE
12,26,가리온 (Feat. 다이나믹 듀오) (Prod. Primary),조광일
12,27,Bk Love,임영웅
12,28,가시 (Prod. 코드 쿤스트),"조광일, 개코, 저스디스 (JUSTHIS)"
12,29,"BE ! (Feat. 팔로알토, lIlBOI) (Prod. PEEJAY & Slom)",sokodomo
12,30,"FACE TIME (Feat. 기리보이, pH-1, 개코) (Prod. 코드 쿤스트)",SINCE
12,31,SIGN (Feat. 미란이) (Prod. 코드 쿤스트),SINCE
12,32,지나고 보면 (Feat. 화사 & MINO) (Prod. GRAY),BE'O (비오)
12,33,"이끼 (Feat. MINO, BOBBY) (Prod. MINO)",Mudd the student
12,34,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (Mirani), 먼치맨(MUNCHMAN), Khundi Panda, 머쉬베놈 (MUSHVENOM)"
12,35,Cold Blooded,제시 (Jessi)
12,36,"너의 밤,너의 별,너의 달(Prod.로코베리)","기리보이, 김유정"
12,37,Brand (Feat. 래원 (Layone)),BE'O (비오)
12,38,어떻게 지내 (Prod. By VAN.C),오반
12,39,우산 (Feat. 윤하),에픽하이 (EPIK HIGH)
12,40,비 오는 날 듣기 좋은 노래 (Feat. Colde),에픽하이 (EPIK HIGH)
12,41,"쿠키영상 (Feat. 에일리, 행주, 개코) (Prod. 코드 쿤스트)",조광일
12,42,Y (Please Tell Me Why),프리스타일
12,43,"타이밍 (Feat. 염따, BIG Naughty) (Prod. TOIL)",KOONTA (쿤타)
12,44,"Rainy day (Feat. ASH ISLAND, Skinny Brown)",PATEKO (파테코)
12,45,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI)
12,46,높이 (Feat. 이하이) (Prod. GRAY),아넌딜라이트(Anandelight)
12,47,낮 밤 (feat. 박재범),이영지
12,48,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI)
12,49,Downtown Baby,블루 (BLOO)
12,50,로맨틱 겨울 (Feat. 김진호 Of SG워너비),김진표
12,51,역겹겠지만 (Remember me),B.I
12,52,Trip (Feat. Hannah),릴러말즈 (Leellamarz)
12,53,곡예사,조광일
12,54,아무노래,지코 (ZICO)
12,55,마.피.아. In the morning,ITZY (있지)
12,56,"+82 (Prod. 다이나믹 듀오, THAMA)","팔로알토 (Paloalto), 기리보이, 다이나믹 듀오, 저스디스 (JUSTHIS), 릴보이 (lIlBOI), DJ Wegun"
12,57,허리춤,오반
12,58,시차 (We Are) (Feat. 로꼬 & GRAY),우원재
12,59,"Double Up (Feat. 염따, The Quiett, 머쉬베놈, 래원)",KOONTA (쿤타)
12,60,GENERATION (Prod. Lean$moke),호미들
12,61,GONE (Feat. Paloalto) (Prod. TOIL),"릴러말즈 (Leellamarz), TOIL"
12,62,OUT OF MY SIGHT,릴러말즈 (Leellamarz)
12,63,Pretty Savage,BLACKPINK
12,64,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",리쌍
12,65,고생이 많아 (Feat. Zion.T) (Prod. Fisherman),"베이식 (Basick), 아넌딜라이트(Anandelight), Mudd the student, sokodomo"
12,66,DNA,방탄소년단
12,67,느린심장박동 (Feat. Ja Mezz),래원 (Layone)
12,68,사이렌,호미들
12,69,Ballerino,리쌍
12,70,BAD LOVE,BE'O (비오)
12,71,하루를 어떻게 써야 해 (feat. 프리든 (FR:EDEN)),줍에이 (Joob A)
12,72,MONEY,리사 (LISA)
12,73,Paranoid,ASH ISLAND
12,74,IDOL,방탄소년단
12,75,ON,방탄소년단
12,76,너에게 쓰는 편지 (Feat. 린),MC몽
12,77,B.O.T.B. (Prod. GRAY),"개코, 창모 (CHANGMO), Don Mills, 로스 (Los), DeVita, SOLE (쏠), SINCE, BE'O (비오)"
12,78,아름다워,창모 (CHANGMO)
12,79,수취인 불명,프리스타일
12,80,Sticker,NCT 127
12,81,Love Love Love (Feat. Yoong Jin Of Casker),에픽하이 (EPIK HIGH)
12,82,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)","염따, 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉"
12,83,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK
12,84,산책,오반
12,85,죽을 만큼 아파서 (Feat. 멜로우),MC몽
12,86,FAKE LOVE,방탄소년단
12,87,새로고침 (Feat. GRAY),"지구인, 아넌딜라이트(Anandelight)"
12,88,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1, 키드밀리 (Kid Milli), 루피 (Loopy)"
12,89,"08베이식 REMIX (Feat. 365LIT, CHANGMO, CROWN J, DON MILLS, FANA, GAEKO, LAYONE, lIlBOI, MYUNDO, PAUL BLANCO, SAN E, SWINGS, SKINNY BROWN, VERBAL JINT, YUMDDA)",베이식 (Basick)
12,90,거짓말,BIGBANG (빅뱅)
12,91,어땠을까 (Feat. 박정현),싸이 (PSY)
12,92,사임쌓임,"Chin, 수퍼비 (SUPERBEE), CK, UNEDUCATED KID"
12,93,BUSINESS MAN,호미들
12,94,하루 하루,BIGBANG (빅뱅)
12,95,눈누난나 (NUNU NANA),제시 (Jessi)
12,96,Beautiful (Feat. Skinny Brown),ASH ISLAND
12,97,Hyperstar,창모 (CHANGMO)
12,98,우리서로사랑하지는말자,기리보이
12,99,"And July (Feat. DEAN, DJ Friz)",헤이즈 (Heize)
12,100,자니 (Feat. Dynamic Duo),프라이머리
